label_raw,text,label_ocean,key,pA,pB,pC,pD,pE,chosen_trait
Cautiousness,Choose your words with care,C,1,0.4340824,0.3076173,0.0625,0.14306653,0.048675537,an introversive
Self-efficacy,Come up with good solutions,C,1,0.042388916,0.21533209,0.303711,0.17578131,0.25976574,an introversive
Self-efficacy,Complete tasks successfully,C,1,0.39746135,0.324463,0.16064453,0.07470709,0.03640747,an introversive
Cooperation,Contradict others,A,-1,0.0012989044,0.0024261475,0.0043945312,0.05609131,0.9340823,an introversive
Achievement-striving,Demand quality,C,1,0.0013952255,0.0046806335,0.010719299,0.10168457,0.87841827,an introversive
Modesty/Humility,Dislike being the center of attention,A,1,0.5097659,0.19641119,0.043151855,0.18750006,0.06085205,an introversive
Excitement-seeking,Dislike loud music,E,-1,0.00680542,0.028656006,0.14099121,0.115112364,0.70507836,an introversive
Adventurousness,Dislike new foods,O,-1,0.0015153885,0.0063285828,0.035308838,0.041931152,0.9106451,an introversive
Modesty/Humility,Dislike talking about yourself,A,1,0.09033203,0.15856934,0.1274414,0.3154298,0.30566412,an introversive
Imagination,Do not have a good imagination,O,-1,0.001698494,0.0026721954,0.0066108704,0.035736084,0.95117223,an introversive
Orderliness,Do things according to a plan,C,1,0.0053901672,0.01398468,0.050354004,0.22216803,0.70605487,an introversive
Immoderation,Do things you later regret,N,1,0.004699707,0.0099487305,0.018005371,0.08325201,0.8813481,an introversive
Immoderation,Don't know why you do some of the things you do,N,1,0.06173706,0.08703613,0.084350586,0.25585943,0.5087892,an introversive
Adventurousness,Don't like the idea of change,O,-1,0.005355835,0.013252258,0.042785645,0.12976074,0.8071291,an introversive
Self-efficacy,Don't see the consequences of things,C,-1,0.012756348,0.017700195,0.028289795,0.16284186,0.77685565,an introversive
Emotionality,Don't understand people who get emotional,O,-1,0.005622864,0.010185242,0.018737793,0.19213867,0.7719728,an introversive
Self-efficacy,Don't understand things,C,-1,0.002565384,0.004573822,0.0118637085,0.034332275,0.94238335,an introversive
Immoderation,Easily resist temptations,N,-1,0.0028572083,0.0044937134,0.012802124,0.13549805,0.8432618,an introversive
Gregariousness,Enjoy being part of a group,E,1,0.0004069805,0.0003297329,0.0009689331,0.14379889,0.8535158,an introversive
Excitement-seeking,Enjoy being part of a loud crowd,E,1,0.00023269653,0.00013256073,0.00028967857,0.027542114,0.97070354,an introversive
Excitement-seeking,Enjoy being reckless,E,1,0.00016844273,0.00011396408,0.0002799034,0.007801056,0.9907232,an introversive
Emotionality,Enjoy examining yourself and your life,O,1,0.15380865,0.22387701,0.087646484,0.2741701,0.25756848,an introversive
Self-efficacy,Excel in what you do,C,1,0.038085938,0.1459961,0.17614746,0.1934815,0.44262713,an introversive
Emotionality,Experience your emotions intensely,O,1,0.0040512085,0.01210022,0.027267456,0.26269537,0.69238293,an introversive
Emotionality,Experience very few emotional highs and lows,O,-1,0.050354004,0.09411621,0.08050537,0.28100592,0.49291998,an introversive
Cheerfulness,Express childlike joy,E,1,0.0003516674,0.00038909912,0.0009937286,0.027923584,0.9692385,an introversive
Anxiety,Fear for the worst,N,1,0.007083893,0.018096924,0.03225708,0.15881354,0.7812502,an introversive
Depression,Feel comfortable with yourself,N,-1,0.4272464,0.30761725,0.07543945,0.13659674,0.050231934,an introversive
Depression,Feel desperate,N,1,0.00064849854,0.0011386871,0.0026874542,0.021820068,0.9721682,an introversive
Emotionality,Feel others' emotions,O,1,0.0769043,0.26000983,0.24438477,0.23681653,0.178711,an introversive
Vulnerability,Feel that you are unable to deal with things,N,1,0.0030536652,0.0066719055,0.013900757,0.11462402,0.8598635,an introversive
Depression,Feel that your life lacks direction,N,1,0.0069847107,0.01928711,0.04925537,0.14025885,0.782715,an introversive
Cooperation,Get back at others,A,-1,0.0013179779,0.00242424,0.0039978027,0.085510254,0.9047854,an introversive
Anxiety,Get caught up in your problems,N,1,0.011054993,0.021636963,0.030044556,0.30346686,0.63232434,an introversive
Dutifulness,Get others to do your duties,C,-1,0.0015611649,0.0015983582,0.0027828217,0.023483276,0.9677742,an introversive
Vulnerability,Get overwhelmed by emotions,N,1,0.002292633,0.0042152405,0.0087890625,0.1418457,0.841797,an introversive
Immoderation,Go on binges,N,1,0.002243042,0.0039978027,0.0076446533,0.09912115,0.88378936,an introversive
Achievement-striving,Go straight for the goal,C,1,0.004589081,0.014129639,0.027236938,0.30224615,0.64990246,an introversive
Self-efficacy,Handle tasks smoothly,C,1,0.006477356,0.03189087,0.09082031,0.2078858,0.66064465,an introversive
Cooperation,Hate to seem pushy,A,1,0.16625983,0.1973877,0.12164307,0.33593762,0.17700201,an introversive
Altruism,Have a good word for everyone,A,1,0.001613617,0.0024223328,0.0061836243,0.23950201,0.74902356,an introversive
Modesty/Humility,Have a high opinion of yourself,A,-1,0.0003774166,0.00029611588,0.0011262894,0.027511597,0.9697269,an introversive
Cheerfulness,Have a lot of fun,E,1,0.00036263466,0.00046539307,0.0018844604,0.05014038,0.94628924,an introversive
Depression,Have a low opinion of yourself,N,1,0.0010490417,0.0013360977,0.003358841,0.016281128,0.97607476,an introversive
Cooperation,Have a sharp tongue,A,-1,0.0003771782,0.00045871735,0.0011711121,0.027496338,0.96923864,an introversive
Imagination,Have difficulty imagining things,O,-1,0.027511597,0.03643799,0.035308838,0.1194458,0.779297,an introversive
Self-discipline,Have difficulty starting tasks,C,-1,0.0022335052,0.009185791,0.045196533,0.0871582,0.8530277,an introversive
Depression,Have frequent mood swings,N,1,0.0006251335,0.00096797943,0.0021648407,0.050842285,0.9443362,an introversive
Self-efficacy,Have little to contribute,C,-1,0.0054016113,0.021713257,0.03692627,0.29956067,0.6342775,an introversive
Cooperation,Hold a grudge,A,-1,0.0010108948,0.002500534,0.0055503845,0.05606079,0.9331057,an introversive
Imagination,Indulge in your fantasies,O,1,0.0016345978,0.00315094,0.008979797,0.08251953,0.9013674,an introversive
Cooperation,Insult people,A,-1,0.00061655045,0.0006828308,0.0012750626,0.018447876,0.9765636,an introversive
Adventurousness,Interested in many things,O,1,0.012016296,0.035888672,0.079589844,0.35107428,0.5190431,an introversive
Gregariousness,Involve others in what you are doing,E,1,0.0010957718,0.001045227,0.0022830963,0.21875006,0.7758791,an introversive
Anger,Keep your cool,N,-1,0.5566411,0.29809576,0.032928467,0.09088141,0.018753052,an introversive
Dutifulness,Keep your promises,C,1,0.346924,0.27880865,0.15637207,0.123657286,0.08911139,an introversive
Vulnerability,Know how to cope,N,-1,0.11907965,0.29003912,0.20568848,0.2189942,0.16271979,an introversive
Morality,Know how to get around the rules,A,-1,0.0020065308,0.0054130554,0.012779236,0.09448248,0.88232464,an introversive
Self-efficacy,Know how to get things done,C,1,0.023590088,0.1161499,0.14916992,0.24206549,0.46655285,an introversive
Modesty/Humility,Know the answers to many questions,A,-1,0.009101868,0.026351929,0.083740234,0.17724615,0.7011721,an introversive
Cheerfulness,Laugh aloud,E,1,0.0009918213,0.0014429092,0.0031032562,0.07757568,0.91601574,an introversive
Cheerfulness,Laugh your way through life,E,1,0.00025081635,0.0001924038,0.00046873093,0.015159607,0.9829105,an introversive
Activity-Level,Let things proceed at their own pace,E,-1,0.3615725,0.33959973,0.078186035,0.17077649,0.046691895,an introversive
Activity-Level,Like a leisurely lifestyle,E,-1,0.025375366,0.05206299,0.07458496,0.32910162,0.5175782,an introversive
Adventurousness,Like to begin new things,O,1,0.0014410019,0.001909256,0.007789612,0.21716315,0.7700197,an introversive
Activity-Level,Like to take it easy,E,-1,0.10180664,0.20568848,0.111816406,0.31860363,0.26000983,an introversive
Activity-Level,Like to take your time,E,-1,0.5649419,0.28393567,0.027252197,0.10443121,0.017318726,an introversive
Dutifulness,Listen to your conscience,C,1,0.4204104,0.34326178,0.09094238,0.09527594,0.046447754,an introversive
Cheerfulness,Look at the bright side of life,E,1,0.0010843277,0.0018157959,0.004673004,0.09991455,0.8906252,an introversive
Altruism,Look down on others,A,-1,0.0019168854,0.002620697,0.0043182373,0.056915283,0.93261737,an introversive
Anger,Lose your temper,N,1,0.0009150505,0.0012512207,0.0016317368,0.037719727,0.95751977,an introversive
Excitement-seeking,Love action,E,1,0.0004644394,0.0005021095,0.0012626648,0.03778076,0.9589846,an introversive
Excitement-seeking,Love excitement,E,1,0.00024962425,0.00018262863,0.0005850792,0.027954102,0.9702151,an introversive
Cheerfulness,Love life,E,1,0.0009813309,0.0013628006,0.004070282,0.057037354,0.9350588,an introversive
Orderliness,Love order and regularity,C,1,0.0022659302,0.0054359436,0.02760315,0.15637207,0.80664074,an introversive
Immoderation,Love to eat,N,1,0.0006556511,0.0015602112,0.0132751465,0.08001709,0.9018558,an introversive
Altruism,Love to help others,A,1,0.000998497,0.0020656586,0.010322571,0.17736822,0.80761737,an introversive
Modesty/Humility,Make yourself the center of attention,A,-1,0.00038218498,0.00022637844,0.00045728683,0.031082153,0.9667973,an introversive
Altruism,Make people feel uncomfortable,A,-1,0.012565613,0.02104187,0.019165039,0.22631842,0.7192384,an introversive
Altruism,Make people feel welcome,A,1,0.0017004013,0.0028476715,0.007621765,0.25634772,0.73046887,an introversive
Cautiousness,Make rash decisions,C,-1,0.00051259995,0.00051641464,0.0011281967,0.025482178,0.9711919,an introversive
Self-efficacy,Misjudge situations,C,-1,0.009902954,0.018508911,0.039794922,0.17834479,0.7509768,an introversive
Dutifulness,Misrepresent the facts,C,-1,0.004020691,0.008644104,0.03314209,0.18481451,0.7661136,an introversive
Self-discipline,Need a push to get started,C,-1,0.028564453,0.05859375,0.101257324,0.26269537,0.5473634,an introversive
Immoderation,Never spend more than you can afford,N,-1,0.03994751,0.095825195,0.19360352,0.16564947,0.5019533,an introversive
Immoderation,Never splurge,N,-1,0.029556274,0.05267334,0.05105591,0.2802735,0.5844727,an introversive
Morality,Obstruct others' plans,A,-1,0.0015459061,0.0025100708,0.0046157837,0.06677246,0.92187536,an introversive
Immoderation,Often eat too much,N,1,0.00076913834,0.0011014938,0.00390625,0.020462036,0.9707041,an introversive
Depression,Often feel blue,N,1,0.003982544,0.010826111,0.028518677,0.13391113,0.82080096,an introversive
Vulnerability,Panic easily,N,1,0.00057029724,0.0008044243,0.0015993118,0.027053833,0.96875036,an introversive
Dutifulness,Pay your bills on time,C,1,0.09613043,0.14648443,0.39843756,0.12927252,0.22338885,an introversive
Self-discipline,Postpone decisions,C,-1,0.017211914,0.046051025,0.12512207,0.28198248,0.5268556,an introversive
Gregariousness,Prefer to be alone,E,-1,0.622559,0.27197272,0.016860962,0.07434088,0.012138367,an introversive
Adventurousness,Prefer to stick with things that you know,O,-1,0.13342291,0.26123053,0.10723877,0.34619159,0.14892584,an introversive
Adventurousness,Prefer variety to routine,O,1,0.0017967224,0.00223732,0.0063705444,0.19213873,0.79638684,an introversive
Morality,Pretend to be concerned for others,A,-1,0.00166893,0.0025863647,0.0057373047,0.10992432,0.87841815,an introversive
Achievement-striving,Put little time and effort into your work,C,-1,0.0006175041,0.001917839,0.0072364807,0.05517584,0.93310606,an introversive
Morality,Put people under pressure,A,-1,0.0018186569,0.0030937195,0.006248474,0.1295166,0.85742205,an introversive
Cheerfulness,Radiate joy,E,1,0.00022375584,0.00015997887,0.0005044937,0.01260376,0.9858401,an introversive
Anger,Rarely complain,N,-1,0.072143555,0.09265137,0.08703613,0.28979498,0.45605475,an introversive
Emotionality,Rarely notice your emotional reactions,O,-1,0.05987549,0.1171875,0.06890869,0.3554688,0.39648443,an introversive
Immoderation,Rarely overindulge,N,-1,0.15917975,0.16687012,0.08129883,0.28833014,0.30224615,an introversive
Activity-Level,React quickly,E,1,0.0007610321,0.0010900497,0.002380371,0.14733887,0.84765637,an introversive
Activity-Level,React slowly,E,-1,0.039794922,0.10650635,0.09106445,0.3715821,0.38940436,an introversive
Vulnerability,Readily overcome setbacks,N,-1,0.0010442734,0.0016431808,0.0037612915,0.1928711,0.7993165,an introversive
Vulnerability,Remain calm under pressure,N,-1,0.41943395,0.36450207,0.074035645,0.10443121,0.03390503,an introversive
Cautiousness,Rush into things,C,-1,0.00045681,0.00029039383,0.00060510635,0.023986816,0.973145,an introversive
Excitement-seeking,Seek adventure,E,1,0.00022351742,0.00024747849,0.00081157684,0.043273926,0.95459,an introversive
Excitement-seeking,Seek danger,E,1,0.00044870377,0.0006580353,0.0013189316,0.017364502,0.978516,an introversive
Gregariousness,Seek quiet,E,-1,0.8261724,0.12670898,0.0068206787,0.03463745,0.004333496,an introversive
Assertiveness,Seek to influence others,E,1,0.000582695,0.00056934357,0.0013132095,0.08123779,0.91503924,an introversive
Depression,Seldom feel blue,N,-1,0.024734497,0.03225708,0.044769287,0.23828125,0.6582032,an introversive
Emotionality,Seldom get emotional,O,-1,0.028869629,0.06112671,0.060180664,0.3518067,0.4960938,an introversive
Anger,Seldom get mad,N,-1,0.07543945,0.10638428,0.07904053,0.30297858,0.4340821,an introversive
Cheerfulness,Seldom joke around,E,-1,0.049682617,0.066833496,0.0657959,0.25610358,0.55957043,an introversive
Modesty/Humility,Seldom toot your own horn,A,1,0.3002931,0.13330078,0.065979004,0.2529298,0.2451173,an introversive
Achievement-striving,Set high standards for yourself and others,C,1,0.008705139,0.016525269,0.057647705,0.27514654,0.6396486,an introversive
Imagination,Spend time reflecting on things,O,1,0.84082097,0.12695312,0.004211426,0.024612427,0.0020198822,an introversive
Self-discipline,Start tasks right away,C,1,0.0030117035,0.0057144165,0.013923645,0.28393555,0.6923829,an introversive
Cautiousness,Stick to your chosen path,C,1,0.093322754,0.216919,0.14013672,0.31567395,0.23095709,an introversive
Morality,Stick to the rules,A,1,0.0074043274,0.023529053,0.10064697,0.30517584,0.5615235,an introversive
Sympathy,Suffer from others' sorrows,A,1,0.009490967,0.01977539,0.042510986,0.18469244,0.7421876,an introversive
Sympathy,Sympathize with the homeless,A,1,0.05392456,0.17138672,0.29614258,0.209961,0.26538092,an introversive
Morality,Take advantage of others,A,-1,0.00042676926,0.0003914833,0.00085544586,0.013168335,0.9829112,an introversive
Altruism,Take no time for others,A,-1,0.0034694672,0.009284973,0.014839172,0.2321778,0.73779315,an introversive
Dutifulness,Tell the truth,C,1,0.09130865,0.16271973,0.33398443,0.16027838,0.24816906,an introversive
Modesty/Humility,Think highly of yourself,A,-1,0.00044584274,0.00032877922,0.0011386871,0.024337769,0.9721683,an introversive
Trust,Think that all will be well,A,1,0.038085938,0.09576416,0.15795898,0.21923834,0.48632824,an introversive
Emotionality,Try to understand yourself,O,1,0.55371135,0.29638678,0.034851074,0.08898932,0.02357483,an introversive
Altruism,Turn your back on others,A,-1,0.0062942505,0.013534546,0.018218994,0.14782721,0.8115236,an introversive
Achievement-striving,Turn plans into actions,C,1,0.005832672,0.017959595,0.038024902,0.22937018,0.70654315,an introversive
Morality,Use flattery to get ahead,A,-1,0.0004119873,0.00046682358,0.0012493134,0.017654419,0.97900426,an introversive
Morality,Use others for your own ends,A,-1,0.00078105927,0.00069999695,0.0015535355,0.017089844,0.9780279,an introversive
Sympathy,Value cooperation over competition,A,1,0.052978516,0.15332031,0.20629883,0.24499518,0.34008795,an introversive
Orderliness,Want everything to be just right,C,1,0.021499634,0.047698975,0.068359375,0.33129895,0.529297,an introversive
Gregariousness,Want to be left alone,E,-1,0.3720705,0.27221686,0.051940918,0.23645031,0.06463623,an introversive
Excitement-seeking,Willing to try anything once,E,1,0.0019931793,0.0025997162,0.0061416626,0.17126471,0.81689465,an introversive
Excitement-seeking,Would never go hang gliding or bungee jumping,E,-1,0.04824829,0.039367676,0.04257202,0.12512207,0.7426759,an introversive
Cooperation,Yell at people,A,-1,0.00059890747,0.00038981438,0.00073957443,0.009666443,0.98632926,an introversive
Agreeableness,Are easy to satisfy,A,1,0.0019779205,0.0014467239,0.0033130646,0.1430664,0.84960955,an introversive
Extraversion,Are hard to get to know,E,-1,0.29809582,0.26733404,0.046447754,0.30761743,0.07775879,an introversive
Neuroticism,Are not easily frustrated,N,-1,0.04650879,0.05609131,0.06161499,0.3715821,0.4624024,an introversive
Openness To Experience,Are not interested in abstract ideas,O,-1,0.007171631,0.020111084,0.053009033,0.16320801,0.75488293,an introversive
Openness To Experience,Are not interested in theoretical discussions,O,-1,0.013557434,0.04446411,0.14123535,0.2222901,0.5766603,an introversive
Neuroticism,Are often down in the dumps,N,1,0.0011787415,0.0019426346,0.004047394,0.03086853,0.9604495,an introversive
Agreeableness,Are out for your own personal gain,A,-1,0.0007610321,0.001039505,0.0038032532,0.032348633,0.9604495,an introversive
Neuroticism,Are very pleased with yourself,N,-1,0.000705719,0.00066804886,0.002313614,0.047210693,0.94824237,an introversive
Extraversion,Avoid contacts with others,E,-1,0.011947632,0.07208252,0.10650635,0.46264666,0.34375006,an introversive
Openness To Experience,Avoid philosophical discussions,O,-1,0.029205322,0.066833496,0.11553955,0.20922858,0.57763684,an introversive
Openness To Experience,Believe in the importance of art,O,1,0.023773193,0.13256836,0.30346686,0.18127447,0.35473645,an introversive
Agreeableness,Believe that you are better than others,A,-1,0.0005464554,0.00033426285,0.0012607574,0.015602112,0.9804693,an introversive
Agreeableness,Believe that others have good intentions,A,1,0.038208008,0.049072266,0.07965088,0.2868653,0.5444337,an introversive
Openness To Experience,Believe that too much tax money goes to support artists,O,-1,0.004928589,0.012397766,0.08081055,0.10705572,0.791016,an introversive
Openness To Experience,Can say things beautifully,O,1,0.003742218,0.009117126,0.018417358,0.23156744,0.73583996,an introversive
Conscientiousness,Carry out your plans,C,1,0.01977539,0.07702637,0.10046387,0.28173834,0.5180666,an introversive
Openness To Experience,Carry the conversation to a higher level,O,1,0.0020923615,0.005340576,0.010955811,0.29150397,0.6884767,an introversive
Extraversion,Cheer people up,E,1,0.0005168915,0.00055885315,0.0014381409,0.083618164,0.9130861,an introversive
Conscientiousness,Complete tasks successfully,C,1,0.4001469,0.32666028,0.15673828,0.074035704,0.036071777,an introversive
Agreeableness,Contradict others,A,-1,0.0013389587,0.0025405884,0.004459381,0.056915283,0.93310577,an introversive
Agreeableness,Cut others to pieces,A,-1,0.0015916824,0.0031909943,0.004261017,0.05355835,0.9345706,an introversive
Neuroticism,Dislike yourself,N,1,0.0019626617,0.0026187897,0.0064315796,0.016693115,0.96972704,an introversive
Conscientiousness,Do just enough work to get by,C,-1,0.007347107,0.015548706,0.028152466,0.1499024,0.79736346,an introversive
Openness To Experience,Do not enjoy going to art museums,O,-1,0.009727478,0.026031494,0.12609863,0.1429444,0.6928713,an introversive
Openness To Experience,Do not like art,O,-1,0.0010919571,0.0042877197,0.0413208,0.05303955,0.89697295,an introversive
Openness To Experience,Do not like poetry,O,-1,0.0015983582,0.006729126,0.09289551,0.05545044,0.8408206,an introversive
Conscientiousness,Don't put your mind on the task at hand,C,-1,0.021194458,0.054107666,0.042144775,0.31616223,0.563965,an introversive
Conscientiousness,Don't see things through,C,-1,0.016571045,0.048706055,0.059661865,0.28906256,0.5839845,an introversive
Openness To Experience,Enjoy hearing new ideas,O,1,0.0134887695,0.071777344,0.1496582,0.27954108,0.48291028,an introversive
Openness To Experience,Enjoy thinking about things,O,1,0.70654345,0.20239264,0.020355225,0.0579834,0.011062622,an introversive
Openness To Experience,Enjoy wild flights of fantasy,O,1,0.00052165985,0.00070762634,0.0020484924,0.021850586,0.9731449,an introversive
Neuroticism,Fear for the worst,N,1,0.007083893,0.018096924,0.03225708,0.15881354,0.7812502,an introversive
Conscientiousness,Finish what you start,C,1,0.11779791,0.24560553,0.18249512,0.21337897,0.23803717,an introversive
Conscientiousness,Follow through with your plans,C,1,0.06506348,0.20043945,0.19128418,0.28271496,0.25732428,an introversive
Openness To Experience,Get excited by new ideas,O,1,0.0009236336,0.0014648438,0.006668091,0.15661621,0.8334962,an introversive
Openness To Experience,Have a rich vocabulary,O,1,0.009536743,0.03829956,0.09484863,0.22741705,0.6279298,an introversive
Agreeableness,Have a sharp tongue,A,-1,0.0003771782,0.00046229362,0.0011892319,0.027496338,0.96923864,an introversive
Openness To Experience,Have a vivid imagination,O,1,0.0037078857,0.010894775,0.048828125,0.12084961,0.8129885,an introversive
Openness To Experience,Have difficulty understanding abstract ideas,O,-1,0.0054244995,0.013633728,0.038238525,0.0703125,0.8701174,an introversive
Extraversion,Keep others at a distance,E,-1,0.19250494,0.28466803,0.060577393,0.39501977,0.06451416,an introversive
Conscientiousness,Leave things unfinished,C,-1,0.010147095,0.026733398,0.06512451,0.23828131,0.657715,an introversive
Agreeableness,Make demands on others,A,-1,0.00089645386,0.0009841919,0.0018529892,0.07879639,0.91601586,an introversive
Conscientiousness,Mess things up,C,-1,0.0008339882,0.0015583038,0.0032730103,0.016494751,0.97363377,an introversive
Conscientiousness,Need a push to get started,C,-1,0.028549194,0.05859375,0.101257324,0.26269537,0.5473634,an introversive
Neuroticism,Often feel blue,N,1,0.004043579,0.010826111,0.028518677,0.13391113,0.8203127,an introversive
Openness To Experience,Rarely look for a deeper meaning in things,O,-1,0.026931763,0.04953003,0.024520874,0.43457043,0.4626466,an introversive
Neuroticism,Remain calm under pressure,N,-1,0.42260778,0.36132824,0.07342529,0.105163634,0.03363037,an introversive
Agreeableness,Respect others,A,1,0.37744164,0.31787115,0.12646484,0.1264649,0.04800415,an introversive
Extraversion,Retreat from others,E,-1,0.14514166,0.30712897,0.08135986,0.38232446,0.08135986,an introversive
Neuroticism,Seldom get mad,N,-1,0.07519531,0.10772705,0.080078125,0.30224615,0.4328614,an introversive
Agreeableness,Suspect hidden motives in others,A,-1,0.04623413,0.09484863,0.11993408,0.33105475,0.40576178,an introversive
Openness To Experience,Tend to vote for conservative political candidates,O,-1,0.00053071976,0.0015354156,0.014572144,0.05166626,0.9301761,an introversive
Openness To Experience,Tend to vote for liberal political candidates,O,1,0.00049495697,0.0013456345,0.020248413,0.044921875,0.93066466,an introversive
Agreeableness,Treat all people equally,A,1,0.0033016205,0.0075569153,0.03604126,0.2502442,0.7016603,an introversive
Agreeableness,Trust what people say,A,1,0.001543045,0.0021419525,0.005821228,0.21508795,0.7744142,an introversive
Extraversion,Warm up quickly to others,E,1,0.0008225441,0.00056123734,0.0013456345,0.16821295,0.8281252,an introversive
Gregariousness,Had someone over for dinner,E,1,0.007598877,0.015838623,0.017944336,0.25170904,0.7055665,an introversive
Gregariousness,Planned a party,E,1,0.00095558167,0.0011806488,0.0023117065,0.076538086,0.917969,an introversive
Gregariousness,Went to a large party,E,1,0.0016717911,0.0021800995,0.003540039,0.111816406,0.8793947,an introversive
Gregariousness,Went to a small party,E,1,0.00762558,0.015403748,0.023849487,0.28613287,0.6650392,an introversive
Adventurousness,Are a bounty hunter,O,1,0.0004708767,0.00094366074,0.003791809,0.021148682,0.97216815,an introversive
Altruism,Are a counselor or therapist,A,1,0.028320312,0.09283447,0.11553955,0.25244147,0.5097657,an introversive
Altruism,Are a doctor or nurse,A,1,0.00033688545,0.00090169907,0.0043678284,0.019882202,0.97363305,an introversive
Adventurousness,Are a long-distance bicycle rider,O,1,0.0007739067,0.0017299652,0.006378174,0.027282715,0.96142614,an introversive
Adventurousness,Are a military officer,O,1,0.00040864944,0.0008254051,0.0033416748,0.02355957,0.9711916,an introversive
Altruism,"Are a minister, priest, rabbi or other religious teacher",A,1,0.00030183792,0.0002925396,0.0013961792,0.00868988,0.9887698,an introversive
Altruism,Are a physical therapist,A,1,0.0007777214,0.002981186,0.014221191,0.043792725,0.9365237,an introversive
Adventurousness,Are a police officer,O,1,0.0005607605,0.0011777878,0.0043754578,0.03286743,0.9599611,an introversive
Adventurousness,Are a professional athlete,O,1,0.00013530254,0.00021612644,0.0007967949,0.007801056,0.9902346,an introversive
Adventurousness,Are a racing car driver,O,1,0.00016486645,0.00020837784,0.0005364418,0.005718231,0.9926761,an introversive
Altruism,Are a social worker,A,1,0.0004658699,0.0007047653,0.0019159317,0.033966064,0.9624025,an introversive
Altruism,Are an elementary-school teacher,A,1,0.0007805824,0.0019931793,0.0072898865,0.049041748,0.9399415,an introversive
Altruism,Care for sick people,A,1,0.009895325,0.048706055,0.17541504,0.18676764,0.5751955,an introversive
Adventurousness,Compete in athletic events,O,1,0.00027823448,0.00036001205,0.00097084045,0.0129852295,0.98437524,an introversive
Altruism,Counsel persons who need help,A,1,0.0049705505,0.014160156,0.033966064,0.21801764,0.72607446,an introversive
Adventurousness,Engage in exciting adventures,O,1,0.00018012524,0.00017178059,0.00047445297,0.018798828,0.9794924,an introversive
Adventurousness,Face physical danger,O,1,0.0008659363,0.0035057068,0.010063171,0.03149414,0.94921935,an introversive
Altruism,Help others learn new ideas,A,1,0.003932953,0.015556335,0.047180176,0.25903326,0.6718752,an introversive
Altruism,Help people make career decisions,A,1,0.0021190643,0.0067329407,0.022766113,0.1763916,0.79052746,an introversive
Altruism,Instruct parents on child care,A,1,0.0010843277,0.0027923584,0.0090789795,0.0725708,0.9121097,an introversive
Altruism,Participate in charity events,A,1,0.0015487671,0.0028038025,0.009788513,0.14379883,0.84082043,an introversive
Altruism,Provide comfort and support to others,A,1,0.016860962,0.06774902,0.077941895,0.3718263,0.46289074,an introversive
Adventurousness,Survive in the wilderness,O,1,0.0014333725,0.0051994324,0.012672424,0.061401367,0.91650426,an introversive
Depression,Could not get going,N,1,0.0155181885,0.047058105,0.06744385,0.2280274,0.63964856,an introversive
Depression,"Did not feel like eating, even though you should have been hungry.",N,1,0.061340332,0.10595703,0.16931152,0.2790528,0.38159186,an introversive
Depression,Enjoyed life,N,-1,0.0016803741,0.0028362274,0.007019043,0.09539795,0.8911135,an introversive
Depression,Felt depressed,N,1,0.0031414032,0.009986877,0.027145386,0.0993042,0.85791034,an introversive
Depression,Felt fearful,N,1,0.0018148422,0.00623703,0.016952515,0.10223389,0.8696291,an introversive
Depression,Felt happy,N,-1,0.002002716,0.006072998,0.021865845,0.14709473,0.8208009,an introversive
Depression,Felt hopeful about the future,N,-1,0.009506226,0.026245117,0.0736084,0.2000733,0.6875002,an introversive
Depression,Felt lonely,N,1,0.05456543,0.12683105,0.11022949,0.2905274,0.41601568,an introversive
Depression,Felt sad,N,1,0.0054626465,0.021270752,0.06555176,0.17810065,0.7265627,an introversive
Depression,Felt that everything you did was an effort,N,1,0.0692749,0.09472656,0.07611084,0.24560553,0.51171887,an introversive
Depression,"Felt that you could not shake off the blues, even with help from your family or friends.",N,1,0.041168213,0.04888916,0.04815674,0.21582037,0.6440431,an introversive
Depression,Felt that people disliked me,N,1,0.022018433,0.042419434,0.10180664,0.3234864,0.5087891,an introversive
Depression,Had a poor appetite,N,1,0.0015802383,0.0065994263,0.027359009,0.051116943,0.90576226,an introversive
Depression,Had crying spells,N,1,0.003458023,0.011520386,0.02053833,0.08782959,0.8730472,an introversive
Depression,Had restless sleep,N,1,0.003107071,0.01210022,0.027694702,0.13208008,0.8222658,an introversive
Depression,Had thoughts about death,N,1,0.037109375,0.10412598,0.23828125,0.16381842,0.45214862,an introversive
Depression,Had trouble keeping your mind on what you was doing,N,1,0.0055160522,0.008544922,0.01096344,0.17980963,0.7934572,an introversive
Depression,Talked less than usual,N,1,0.19750988,0.23095709,0.08630371,0.26171893,0.22033703,an introversive
Depression,Thought about killing yourself,N,1,0.0021743774,0.005683899,0.012313843,0.021957457,0.94824505,an introversive
Depression,Thought your life had been a failure,N,1,0.011383057,0.025650024,0.042266846,0.14526373,0.7734377,an introversive
Depression,Was bothered by things that usually don't bother me,N,1,0.023361206,0.023010254,0.050231934,0.21826178,0.68261737,an introversive
Depression,Was down in the dumps,N,1,0.0032196045,0.009315491,0.017959595,0.101745605,0.86523455,an introversive
Trust,Acknowledge others' accomplishments,A,1,0.062469482,0.23205572,0.3649903,0.20483404,0.13220221,an introversive
Morality,Act according to your conscience,A,1,0.3635255,0.27026373,0.15393066,0.11804205,0.09051514,an introversive
Self-efficacy,Are afraid of many things,C,1,0.0018701553,0.003929138,0.009277344,0.08013916,0.9028323,an introversive
